S. no.,PC #,PC,Administrative District,Organisational District,AC #,AC Name,Catg.,Caste,Population %,Given Count,"Voters 
GE 2024"
11,11,11. Bathinda,Bathinda,Bathinda Urban,93,93. Bathinda Rural (SC),GEN,Sikh Khatri,0.0,-,158863
11,11,11. Bathinda,Bathinda,Bathinda Urban,93,93. Bathinda Rural (SC),GEN,Baniya,12.50,19857,158863
11,11,11. Bathinda,Bathinda,Bathinda Urban,93,93. Bathinda Rural (SC),OBC,Saini,5.00,7943,158863
11,11,11. Bathinda,Bathinda,Bathinda Urban,93,93. Bathinda Rural (SC),SC,Ravidassia,15.00,23830,158863
11,11,11. Bathinda,Bathinda,Bathinda Urban,93,93. Bathinda Rural (SC),SC,Mazhabi Sikh,5.00,7943,158863
11,11,11. Bathinda,Bathinda,Bathinda Urban,93,93. Bathinda Rural (SC),SC,Balmiki,18.00,28598,158863
11,11,11. Bathinda,Bathinda,Bathinda Urban,93,93. Bathinda Rural (SC),SC,Bazigar,0.0,-,158863
11,11,11. Bathinda,Bathinda,Bathinda Urban,93,93. Bathinda Rural (SC),MIN,Muslim,0.0,-,158863
11,11,11. Bathinda,Bathinda,Bathinda Urban,93,93. Bathinda Rural (SC),MIN,Christian,4.00,6354,158863
11,11,11. Bathinda,Bathinda,Bathinda Urban,93,93. Bathinda Rural (SC),-,Unknown,4.00,6354,158863
11,11,11. Bathinda,Bathinda,Bathinda Rural,94,94. Talwandi Sabo,GEN,Brahmin,5.00,7832,156643
11,11,11. Bathinda,Bathinda,Bathinda Rural,94,94. Talwandi Sabo,GEN,Jatt Sikh,22.00,34461,156643
11,11,11. Bathinda,Bathinda,Bathinda Rural,94,94. Talwandi Sabo,GEN,Khatri,13.00,20364,156643
11,11,11. Bathinda,Bathinda,Bathinda Rural,94,94. Talwandi Sabo,GEN,Sikh Khatri,3.00,4699,156643
11,11,11. Bathinda,Bathinda,Bathinda Rural,94,94. Talwandi Sabo,GEN,Baniya,6.50,10182,156643
11,11,11. Bathinda,Bathinda,Bathinda Rural,94,94. Talwandi Sabo,OBC,Saini,7.00,10965,156643
11,11,11. Bathinda,Bathinda,Bathinda Rural,94,94. Talwandi Sabo,SC,Ravidassia,16.00,25062,156643
11,11,11. Bathinda,Bathinda,Bathinda Rural,94,94. Talwandi Sabo,SC,Mazhabi Sikh,18.01,28212,156643
11,11,11. Bathinda,Bathinda,Bathinda Rural,94,94. Talwandi Sabo,SC,Balmiki,2.00,3133,156643
11,11,11. Bathinda,Bathinda,Bathinda Rural,94,94. Talwandi Sabo,SC,Bazigar,0.0,-,156643
11,11,11. Bathinda,Bathinda,Bathinda Rural,94,94. Talwandi Sabo,MIN,Muslim,1.00,1567,156643
11,11,11. Bathinda,Bathinda,Bathinda Rural,94,94. Talwandi Sabo,MIN,Christian,2.00,3133,156643
11,11,11. Bathinda,Bathinda,Bathinda Rural,94,94. Talwandi Sabo,-,Unknown,4.49,7033,156643
11,11,11. Bathinda,Bathinda,Bathinda Rural,95,95. Maur,GEN,Brahmin,4.00,6584,164597
11,11,11. Bathinda,Bathinda,Bathinda Rural,95,95. Maur,GEN,Jatt Sikh,35.00,57605,164597
11,11,11. Bathinda,Bathinda,Bathinda Rural,95,95. Maur,GEN,Khatri,9.00,14814,164597
11,11,11. Bathinda,Bathinda,Bathinda Rural,95,95. Maur,GEN,Sikh Khatri,7.00,11522,164597
11,11,11. Bathinda,Bathinda,Bathinda Rural,95,95. Maur,GEN,Baniya,8.00,13165,164597
11,11,11. Bathinda,Bathinda,Bathinda Rural,95,95. Maur,OBC,Saini,2.00,3292,164597
11,11,11. Bathinda,Bathinda,Bathinda Rural,95,95. Maur,SC,Ravidassia,14.01,23068,164597
11,11,11. Bathinda,Bathinda,Bathinda Rural,95,95. Maur,SC,Mazhabi Sikh,15.00,24689,164597
11,11,11. Bathinda,Bathinda,Bathinda Rural,95,95. Maur,SC,Balmiki,4.00,6582,164597
11,11,11. Bathinda,Bathinda,Bathinda Rural,95,95. Maur,SC,Bazigar,0.0,-,164597
11,11,11. Bathinda,Bathinda,Bathinda Rural,95,95. Maur,MIN,Muslim,1.00,1646,164597
11,11,11. Bathinda,Bathinda,Bathinda Rural,95,95. Maur,MIN,Christian,0.0,-,164597
11,11,11. Bathinda,Bathinda,Bathinda Rural,95,95. Maur,-,Unknown,0.99,1630,164597
11,11,11. Bathinda,Mansa,Mansa,96,96. Mansa,GEN,Brahmin,5.00,10831,216628
11,11,11. Bathinda,Mansa,Mansa,96,96. Mansa,GEN,Jatt Sikh,16.00,34660,216628
11,11,11. Bathinda,Mansa,Mansa,96,96. Mansa,GEN,Khatri,10.00,21663,216628
11,11,11. Bathinda,Mansa,Mansa,96,96. Mansa,GEN,Sikh Khatri,0.0,-,216628
11,11,11. Bathinda,Mansa,Mansa,96,96. Mansa,GEN,Baniya,18.00,38993,216628
11,11,11. Bathinda,Mansa,Mansa,96,96. Mansa,OBC,Saini,6.00,12997,216628
11,11,11. Bathinda,Mansa,Mansa,96,96. Mansa,SC,Ravidassia,15.00,32494,216628
11,11,11. Bathinda,Mansa,Mansa,96,96. Mansa,SC,Mazhabi Sikh,18.00,39000,216628
11,11,11. Bathinda,Mansa,Mansa,96,96. Mansa,SC,Balmiki,9.00,19492,216628
11,11,11. Bathinda,Mansa,Mansa,96,96. Mansa,SC,Bazigar,0.0,-,216628
11,11,11. Bathinda,Mansa,Mansa,96,96. Mansa,MIN,Muslim,1.00,2166,216628
11,11,11. Bathinda,Mansa,Mansa,96,96. Mansa,MIN,Christian,1.00,2166,216628
11,11,11. Bathinda,Mansa,Mansa,96,96. Mansa,-,Unknown,1.00,2166,216628
11,11,11. Bathinda,Mansa,Mansa,97,97. Sardulgarh,GEN,Brahmin,2.00,3642,182120
11,11,11. Bathinda,Mansa,Mansa,97,97. Sardulgarh,GEN,Jatt Sikh,31.89,58075,182120
11,11,11. Bathinda,Mansa,Mansa,97,97. Sardulgarh,GEN,Khatri,9.50,17301,182120
11,11,11. Bathinda,Mansa,Mansa,97,97. Sardulgarh,GEN,Sikh Khatri,0.0,-,182120
11,11,11. Bathinda,Mansa,Mansa,97,97. Sardulgarh,GEN,Baniya,6.80,12384,182120
11,11,11. Bathinda,Mansa,Mansa,97,97. Sardulgarh,OBC,Saini,4.00,7290,182120
11,11,11. Bathinda,Mansa,Mansa,97,97. Sardulgarh,SC,Ravidassia,16.00,29139,182120
11,11,11. Bathinda,Mansa,Mansa,97,97. Sardulgarh,SC,Mazhabi Sikh,15.00,27318,182120
11,11,11. Bathinda,Mansa,Mansa,97,97. Sardulgarh,SC,Balmiki,12.00,21854,182120
11,11,11. Bathinda,Mansa,Mansa,97,97. Sardulgarh,SC,Bazigar,0.0,-,182120
11,11,11. Bathinda,Mansa,Mansa,97,97. Sardulgarh,MIN,Muslim,0.0,-,182120
11,11,11. Bathinda,Mansa,Mansa,97,97. Sardulgarh,MIN,Christian,0.0,-,182120
11,11,11. Bathinda,Mansa,Mansa,97,97. Sardulgarh,-,Unknown,2.81,5117,182120
11,11,11. Bathinda,Mansa,Mansa,98,98. Budhlada (SC),GEN,Brahmin,12.00,23371,194761
11,11,11. Bathinda,Mansa,Mansa,98,98. Budhlada (SC),GEN,Jatt Sikh,16.00,31161,194761
11,11,11. Bathinda,Mansa,Mansa,98,98. Budhlada (SC),GEN,Khatri,13.00,25318,194761
11,11,11. Bathinda,Mansa,Mansa,98,98. Budhlada (SC),GEN,Sikh Khatri,0.0,-,194761
11,11,11. Bathinda,Mansa,Mansa,98,98. Budhlada (SC),GEN,Baniya,8.50,16555,194761
11,11,11. Bathinda,Mansa,Mansa,98,98. Budhlada (SC),OBC,Saini,0.0,-,194761
11,11,11. Bathinda,Mansa,Mansa,98,98. Budhlada (SC),SC,Ravidassia,16.00,31163,194761
11,11,11. Bathinda,Mansa,Mansa,98,98. Budhlada (SC),SC,Mazhabi Sikh,15.50,30187,194761
11,11,11. Bathinda,Mansa,Mansa,98,98. Budhlada (SC),SC,Balmiki,12.00,23373,194761
11,11,11. Bathinda,Mansa,Mansa,98,98. Budhlada (SC),SC,Bazigar,0.0,-,194761
11,11,11. Bathinda,Mansa,Mansa,98,98. Budhlada (SC),MIN,Muslim,0.0,-,194761
11,11,11. Bathinda,Mansa,Mansa,98,98. Budhlada (SC),MIN,Christian,2.00,3895,194761
11,11,11. Bathinda,Mansa,Mansa,98,98. Budhlada (SC),-,Unknown,5.00,9738,194761
12,12,12. Sangrur,Sangrur,Sangrur 2,99,99. Lehra,GEN,Jatt Sikh,18.00,31401,174451
12,12,12. Sangrur,Sangrur,Sangrur 2,99,99. Lehra,GEN,Brahmin,5.00,8723,174451
12,12,12. Sangrur,Sangrur,Sangrur 2,99,99. Lehra,GEN,Baniya,16.00,27912,174451
12,12,12. Sangrur,Sangrur,Sangrur 2,99,99. Lehra,GEN,Khatri,10.00,17445,174451
12,12,12. Sangrur,Sangrur,Sangrur 2,99,99. Lehra,GEN,Rajput,0.0,-,174451
12,12,12. Sangrur,Sangrur,Sangrur 2,99,99. Lehra,GEN,Jain,0.0,-,174451
12,12,12. Sangrur,Sangrur,Sangrur 2,99,99. Lehra,OBC,Ramgarhia,1.00,1745,174451
12,12,12. Sangrur,Sangrur,Sangrur 2,99,99. Lehra,OBC,Saini,0.0,-,174451
12,12,12. Sangrur,Sangrur,Sangrur 2,99,99. Lehra,OBC,Sikh Rajput,0.0,-,174451
12,12,12. Sangrur,Sangrur,Sangrur 2,99,99. Lehra,OBC,Kamboj,2.00,3489,174451
12,12,12. Sangrur,Sangrur,Sangrur 2,99,99. Lehra,OBC,Labana,0.0,-,174451
12,12,12. Sangrur,Sangrur,Sangrur 2,99,99. Lehra,OBC,Gujjar,0.0,-,174451
12,12,12. Sangrur,Sangrur,Sangrur 2,99,99. Lehra,SC,Ravidassia,10.00,17445,174451
12,12,12. Sangrur,Sangrur,Sangrur 2,99,99. Lehra,SC,Balmiki,11.00,19190,174451
12,12,12. Sangrur,Sangrur,Sangrur 2,99,99. Lehra,SC,Mazhabi Sikh,7.00,12210,174451
12,12,12. Sangrur,Sangrur,Sangrur 2,99,99. Lehra,SC,Bazigar,10.00,17445,174451
12,12,12. Sangrur,Sangrur,Sangrur 2,99,99. Lehra,MIN,Muslim,5.00,8723,174451
12,12,12. Sangrur,Sangrur,Sangrur 2,99,99. Lehra,-,Unknown,5.00,8723,174451
12,12,12. Sangrur,Sangrur,Sangrur 2,100,100. Dirba (SC),GEN,Jatt Sikh,15.00,27196,181305
12,12,12. Sangrur,Sangrur,Sangrur 2,100,100. Dirba (SC),GEN,Brahmin,5.00,9065,181305
12,12,12. Sangrur,Sangrur,Sangrur 2,100,100. Dirba (SC),GEN,Baniya,9.00,16317,181305
12,12,12. Sangrur,Sangrur,Sangrur 2,100,100. Dirba (SC),GEN,Khatri,8.00,14504,181305
12,12,12. Sangrur,Sangrur,Sangrur 2,100,100. Dirba (SC),GEN,Rajput,0.0,-,181305
12,12,12. Sangrur,Sangrur,Sangrur 2,100,100. Dirba (SC),GEN,Jain,0.0,-,181305
12,12,12. Sangrur,Sangrur,Sangrur 2,100,100. Dirba (SC),OBC,Ramgarhia,2.00,3626,181305
12,12,12. Sangrur,Sangrur,Sangrur 2,100,100. Dirba (SC),OBC,Saini,0.0,-,181305
12,12,12. Sangrur,Sangrur,Sangrur 2,100,100. Dirba (SC),OBC,Sikh Rajput,0.0,-,181305
12,12,12. Sangrur,Sangrur,Sangrur 2,100,100. Dirba (SC),OBC,Kamboj,0.0,-,181305
12,12,12. Sangrur,Sangrur,Sangrur 2,100,100. Dirba (SC),OBC,Labana,0.0,-,181305
12,12,12. Sangrur,Sangrur,Sangrur 2,100,100. Dirba (SC),OBC,Gujjar,0.0,-,181305
12,12,12. Sangrur,Sangrur,Sangrur 2,100,100. Dirba (SC),SC,Ravidassia,15.00,27196,181305
12,12,12. Sangrur,Sangrur,Sangrur 2,100,100. Dirba (SC),SC,Balmiki,10.58,19182,181305
12,12,12. Sangrur,Sangrur,Sangrur 2,100,100. Dirba (SC),SC,Mazhabi Sikh,18.90,34266,181305
12,12,12. Sangrur,Sangrur,Sangrur 2,100,100. Dirba (SC),SC,Bazigar,9.62,17445,181305
12,12,12. Sangrur,Sangrur,Sangrur 2,100,100. Dirba (SC),MIN,Muslim,4.00,7252,181305
12,12,12. Sangrur,Sangrur,Sangrur 2,100,100. Dirba (SC),-,Unknown,2.90,5256,181305
12,12,12. Sangrur,Sangrur,Sangrur 2,101,101. Sunam,GEN,Jatt Sikh,17.00,33180,195178
12,12,12. Sangrur,Sangrur,Sangrur 2,101,101. Sunam,GEN,Brahmin,5.00,9759,195178
12,12,12. Sangrur,Sangrur,Sangrur 2,101,101. Sunam,GEN,Baniya,5.00,9759,195178
12,12,12. Sangrur,Sangrur,Sangrur 2,101,101. Sunam,GEN,Khatri,10.00,19518,195178
12,12,12. Sangrur,Sangrur,Sangrur 2,101,101. Sunam,GEN,Rajput,0.0,-,195178
12,12,12. Sangrur,Sangrur,Sangrur 2,101,101. Sunam,GEN,Jain,0.0,-,195178
12,12,12. Sangrur,Sangrur,Sangrur 2,101,101. Sunam,OBC,Ramgarhia,5.00,9759,195178
12,12,12. Sangrur,Sangrur,Sangrur 2,101,101. Sunam,OBC,Saini,11.00,21470,195178
12,12,12. Sangrur,Sangrur,Sangrur 2,101,101. Sunam,OBC,Sikh Rajput,2.00,3904,195178
12,12,12. Sangrur,Sangrur,Sangrur 2,101,101. Sunam,OBC,Kamboj,3.00,5855,195178
12,12,12. Sangrur,Sangrur,Sangrur 2,101,101. Sunam,OBC,Labana,0.0,-,195178
12,12,12. Sangrur,Sangrur,Sangrur 2,101,101. Sunam,OBC,Gujjar,0.0,-,195178
12,12,12. Sangrur,Sangrur,Sangrur 2,101,101. Sunam,SC,Ravidassia,6.00,11711,195178
12,12,12. Sangrur,Sangrur,Sangrur 2,101,101. Sunam,SC,Balmiki,12.00,23421,195178
12,12,12. Sangrur,Sangrur,Sangrur 2,101,101. Sunam,SC,Mazhabi Sikh,7.00,13662,195178
12,12,12. Sangrur,Sangrur,Sangrur 2,101,101. Sunam,SC,Bazigar,8.00,15614,195178
12,12,12. Sangrur,Sangrur,Sangrur 2,101,101. Sunam,MIN,Muslim,4.00,7807,195178
12,12,12. Sangrur,Sangrur,Sangrur 2,101,101. Sunam,-,Unknown,5.00,9759,195178
12,12,12. Sangrur,Barnala,Barnala,102,102. Bhadaur,GEN,Jatt Sikh,14.00,21605,154321
12,12,12. Sangrur,Barnala,Barnala,102,102. Bhadaur,GEN,Brahmin,4.00,6173,154321
12,12,12. Sangrur,Barnala,Barnala,102,102. Bhadaur,GEN,Baniya,9.00,13889,154321
12,12,12. Sangrur,Barnala,Barnala,102,102. Bhadaur,GEN,Khatri,6.00,9259,154321
12,12,12. Sangrur,Barnala,Barnala,102,102. Bhadaur,GEN,Rajput,0.0,-,154321
12,12,12. Sangrur,Barnala,Barnala,102,102. Bhadaur,GEN,Jain,0.0,-,154321
12,12,12. Sangrur,Barnala,Barnala,102,102. Bhadaur,OBC,Ramgarhia,2.00,3086,154321
12,12,12. Sangrur,Barnala,Barnala,102,102. Bhadaur,OBC,Saini,5.00,7716,154321
12,12,12. Sangrur,Barnala,Barnala,102,102. Bhadaur,OBC,Sikh Rajput,2.00,3086,154321
12,12,12. Sangrur,Barnala,Barnala,102,102. Bhadaur,OBC,Kamboj,0.0,-,154321
12,12,12. Sangrur,Barnala,Barnala,102,102. Bhadaur,OBC,Labana,0.0,-,154321
12,12,12. Sangrur,Barnala,Barnala,102,102. Bhadaur,OBC,Gujjar,0.0,-,154321
12,12,12. Sangrur,Barnala,Barnala,102,102. Bhadaur,SC,Ravidassia,11.00,16975,154321
12,12,12. Sangrur,Barnala,Barnala,102,102. Bhadaur,SC,Balmiki,16.00,24691,154321
12,12,12. Sangrur,Barnala,Barnala,102,102. Bhadaur,SC,Mazhabi Sikh,15.00,23148,154321
12,12,12. Sangrur,Barnala,Barnala,102,102. Bhadaur,SC,Bazigar,8.00,12347,154321
12,12,12. Sangrur,Barnala,Barnala,102,102. Bhadaur,MIN,Muslim,4.00,6173,154321
12,12,12. Sangrur,Barnala,Barnala,102,102. Bhadaur,-,Unknown,4.00,6173,154321
12,12,12. Sangrur,Barnala,Barnala,103,103. Barnala,GEN,Jatt Sikh,23.00,41420,180088
12,12,12. Sangrur,Barnala,Barnala,103,103. Barnala,GEN,Brahmin,4.00,7204,180088
12,12,12. Sangrur,Barnala,Barnala,103,103. Barnala,GEN,Baniya,7.00,12606,180088
12,12,12. Sangrur,Barnala,Barnala,103,103. Barnala,GEN,Khatri,16.00,28814,180088
12,12,12. Sangrur,Barnala,Barnala,103,103. Barnala,GEN,Rajput,5.00,9004,180088
12,12,12. Sangrur,Barnala,Barnala,103,103. Barnala,GEN,Jain,0.0,-,180088
12,12,12. Sangrur,Barnala,Barnala,103,103. Barnala,OBC,Ramgarhia,0.0,-,180088
12,12,12. Sangrur,Barnala,Barnala,103,103. Barnala,OBC,Saini,8.00,14407,180088
12,12,12. Sangrur,Barnala,Barnala,103,103. Barnala,OBC,Sikh Rajput,3.00,5403,180088
12,12,12. Sangrur,Barnala,Barnala,103,103. Barnala,OBC,Kamboj,1.00,1800,180088
12,12,12. Sangrur,Barnala,Barnala,103,103. Barnala,OBC,Labana,4.00,7204,180088
12,12,12. Sangrur,Barnala,Barnala,103,103. Barnala,OBC,Gujjar,3.00,5403,180088
12,12,12. Sangrur,Barnala,Barnala,103,103. Barnala,SC,Ravidassia,6.00,10805,180088
12,12,12. Sangrur,Barnala,Barnala,103,103. Barnala,SC,Balmiki,7.00,12606,180088
12,12,12. Sangrur,Barnala,Barnala,103,103. Barnala,SC,Mazhabi Sikh,8.00,14408,180088
12,12,12. Sangrur,Barnala,Barnala,103,103. Barnala,SC,Bazigar,1.00,1800,180088
12,12,12. Sangrur,Barnala,Barnala,103,103. Barnala,MIN,Muslim,2.00,3602,180088
12,12,12. Sangrur,Barnala,Barnala,103,103. Barnala,-,Unknown,2.00,3602,180088
12,12,12. Sangrur,Barnala,Barnala,104,104. Mehal Kalan,GEN,Jatt Sikh,10.00,15556,155559
12,12,12. Sangrur,Barnala,Barnala,104,104. Mehal Kalan,GEN,Brahmin,5.00,7778,155559
12,12,12. Sangrur,Barnala,Barnala,104,104. Mehal Kalan,GEN,Baniya,6.00,9334,155559
12,12,12. Sangrur,Barnala,Barnala,104,104. Mehal Kalan,GEN,Khatri,10.00,15556,155559
12,12,12. Sangrur,Barnala,Barnala,104,104. Mehal Kalan,GEN,Rajput,2.00,3111,155559
12,12,12. Sangrur,Barnala,Barnala,104,104. Mehal Kalan,GEN,Jain,0.0,-,155559
12,12,12. Sangrur,Barnala,Barnala,104,104. Mehal Kalan,OBC,Ramgarhia,3.00,4667,155559
12,12,12. Sangrur,Barnala,Barnala,104,104. Mehal Kalan,OBC,Saini,8.00,12445,155559
12,12,12. Sangrur,Barnala,Barnala,104,104. Mehal Kalan,OBC,Sikh Rajput,0.0,-,155559
12,12,12. Sangrur,Barnala,Barnala,104,104. Mehal Kalan,OBC,Kamboj,3.00,4666,155559
12,12,12. Sangrur,Barnala,Barnala,104,104. Mehal Kalan,OBC,Labana,2.50,3889,155559
12,12,12. Sangrur,Barnala,Barnala,104,104. Mehal Kalan,OBC,Gujjar,4.00,6222,155559
12,12,12. Sangrur,Barnala,Barnala,104,104. Mehal Kalan,SC,Ravidassia,16.00,24889,155559
12,12,12. Sangrur,Barnala,Barnala,104,104. Mehal Kalan,SC,Balmiki,9.00,14001,155559
12,12,12. Sangrur,Barnala,Barnala,104,104. Mehal Kalan,SC,Mazhabi Sikh,13.00,20222,155559
12,12,12. Sangrur,Barnala,Barnala,104,104. Mehal Kalan,SC,Bazigar,4.00,6222,155559
12,12,12. Sangrur,Barnala,Barnala,104,104. Mehal Kalan,MIN,Muslim,3.00,4667,155559
12,12,12. Sangrur,Barnala,Barnala,104,104. Mehal Kalan,-,Unknown,1.50,2334,155559
12,12,12. Sangrur,Malerkotla,Malerkotla,105,105. Malerkotla,GEN,Jatt Sikh,7.00,11137,159067
12,12,12. Sangrur,Malerkotla,Malerkotla,105,105. Malerkotla,GEN,Brahmin,2.00,3182,159067
12,12,12. Sangrur,Malerkotla,Malerkotla,105,105. Malerkotla,GEN,Baniya,3.00,4773,159067
12,12,12. Sangrur,Malerkotla,Malerkotla,105,105. Malerkotla,GEN,Khatri,1.00,1592,159067
12,12,12. Sangrur,Malerkotla,Malerkotla,105,105. Malerkotla,GEN,Rajput,2.00,3182,159067
12,12,12. Sangrur,Malerkotla,Malerkotla,105,105. Malerkotla,GEN,Jain,5.00,7952,159067
12,12,12. Sangrur,Malerkotla,Malerkotla,105,105. Malerkotla,OBC,Ramgarhia,2.00,3182,159067
12,12,12. Sangrur,Malerkotla,Malerkotla,105,105. Malerkotla,OBC,Saini,3.00,4773,159067
12,12,12. Sangrur,Malerkotla,Malerkotla,105,105. Malerkotla,OBC,Sikh Rajput,4.00,6360,159067
12,12,12. Sangrur,Malerkotla,Malerkotla,105,105. Malerkotla,OBC,Kamboj,2.00,3175,159067
12,12,12. Sangrur,Malerkotla,Malerkotla,105,105. Malerkotla,OBC,Labana,4.00,6364,159067
12,12,12. Sangrur,Malerkotla,Malerkotla,105,105. Malerkotla,OBC,Gujjar,1.00,1592,159067
12,12,12. Sangrur,Malerkotla,Malerkotla,105,105. Malerkotla,SC,Ravidassia,11.00,17501,159067
12,12,12. Sangrur,Malerkotla,Malerkotla,105,105. Malerkotla,SC,Balmiki,9.00,14312,159067
12,12,12. Sangrur,Malerkotla,Malerkotla,105,105. Malerkotla,SC,Mazhabi Sikh,8.00,12723,159067
12,12,12. Sangrur,Malerkotla,Malerkotla,105,105. Malerkotla,SC,Bazigar,6.00,9546,159067
12,12,12. Sangrur,Malerkotla,Malerkotla,105,105. Malerkotla,MIN,Muslim,28.00,44543,159067
12,12,12. Sangrur,Malerkotla,Malerkotla,105,105. Malerkotla,-,Unknown,2.00,3178,159067
12,12,12. Sangrur,Sangrur,Sangrur 1,107,107. Dhuri,GEN,Jatt Sikh,16.00,26012,162572
12,12,12. Sangrur,Sangrur,Sangrur 1,107,107. Dhuri,GEN,Brahmin,5.00,8129,162572
12,12,12. Sangrur,Sangrur,Sangrur 1,107,107. Dhuri,GEN,Baniya,11.00,17882,162572
12,12,12. Sangrur,Sangrur,Sangrur 1,107,107. Dhuri,GEN,Khatri,8.00,13006,162572
12,12,12. Sangrur,Sangrur,Sangrur 1,107,107. Dhuri,GEN,Rajput,0.0,-,162572
12,12,12. Sangrur,Sangrur,Sangrur 1,107,107. Dhuri,GEN,Jain,0.0,-,162572
12,12,12. Sangrur,Sangrur,Sangrur 1,107,107. Dhuri,OBC,Ramgarhia,3.00,4878,162572
12,12,12. Sangrur,Sangrur,Sangrur 1,107,107. Dhuri,OBC,Saini,5.00,8129,162572
12,12,12. Sangrur,Sangrur,Sangrur 1,107,107. Dhuri,OBC,Sikh Rajput,0.0,-,162572
12,12,12. Sangrur,Sangrur,Sangrur 1,107,107. Dhuri,OBC,Kamboj,4.00,6503,162572
12,12,12. Sangrur,Sangrur,Sangrur 1,107,107. Dhuri,OBC,Labana,1.00,1626,162572
12,12,12. Sangrur,Sangrur,Sangrur 1,107,107. Dhuri,OBC,Gujjar,0.0,-,162572
12,12,12. Sangrur,Sangrur,Sangrur 1,107,107. Dhuri,SC,Ravidassia,11.00,17883,162572
12,12,12. Sangrur,Sangrur,Sangrur 1,107,107. Dhuri,SC,Balmiki,14.01,22782,162572
12,12,12. Sangrur,Sangrur,Sangrur 1,107,107. Dhuri,SC,Mazhabi Sikh,7.00,11380,162572
12,12,12. Sangrur,Sangrur,Sangrur 1,107,107. Dhuri,SC,Bazigar,7.69,12494,162572
12,12,12. Sangrur,Sangrur,Sangrur 1,107,107. Dhuri,MIN,Muslim,5.00,8129,162572
12,12,12. Sangrur,Sangrur,Sangrur 1,107,107. Dhuri,-,Unknown,2.30,3739,162572
12,12,12. Sangrur,Sangrur,Sangrur 1,108,108. Sangrur,GEN,Jatt Sikh,19.00,36871,194060
12,12,12. Sangrur,Sangrur,Sangrur 1,108,108. Sangrur,GEN,Brahmin,5.00,9703,194060
12,12,12. Sangrur,Sangrur,Sangrur 1,108,108. Sangrur,GEN,Baniya,12.00,23287,194060
12,12,12. Sangrur,Sangrur,Sangrur 1,108,108. Sangrur,GEN,Khatri,9.00,17465,194060
12,12,12. Sangrur,Sangrur,Sangrur 1,108,108. Sangrur,GEN,Rajput,2.00,3881,194060
12,12,12. Sangrur,Sangrur,Sangrur 1,108,108. Sangrur,GEN,Jain,0.0,-,194060
12,12,12. Sangrur,Sangrur,Sangrur 1,108,108. Sangrur,OBC,Ramgarhia,2.00,3881,194060
12,12,12. Sangrur,Sangrur,Sangrur 1,108,108. Sangrur,OBC,Saini,5.00,9703,194060
12,12,12. Sangrur,Sangrur,Sangrur 1,108,108. Sangrur,OBC,Sikh Rajput,1.00,1941,194060
12,12,12. Sangrur,Sangrur,Sangrur 1,108,108. Sangrur,OBC,Kamboj,0.0,-,194060
12,12,12. Sangrur,Sangrur,Sangrur 1,108,108. Sangrur,OBC,Labana,3.00,5822,194060
12,12,12. Sangrur,Sangrur,Sangrur 1,108,108. Sangrur,OBC,Gujjar,0.0,-,194060
12,12,12. Sangrur,Sangrur,Sangrur 1,108,108. Sangrur,SC,Ravidassia,9.00,17465,194060
12,12,12. Sangrur,Sangrur,Sangrur 1,108,108. Sangrur,SC,Balmiki,10.00,19406,194060
12,12,12. Sangrur,Sangrur,Sangrur 1,108,108. Sangrur,SC,Mazhabi Sikh,6.00,11645,194060
12,12,12. Sangrur,Sangrur,Sangrur 1,108,108. Sangrur,SC,Bazigar,6.00,11644,194060
12,12,12. Sangrur,Sangrur,Sangrur 1,108,108. Sangrur,MIN,Muslim,6.00,11644,194060
12,12,12. Sangrur,Sangrur,Sangrur 1,108,108. Sangrur,-,Unknown,5.00,9702,194060
13,13,13. Patiala,Patiala,Patiala Rural South,109,109. Nabha (SC),GEN,Jatt Sikh,19.37,36268,187190
13,13,13. Patiala,Patiala,Patiala Rural South,109,109. Nabha (SC),GEN,Brahmin,10.00,18719,187190
13,13,13. Patiala,Patiala,Patiala Rural South,109,109. Nabha (SC),GEN,Baniya,6.00,11231,187190
13,13,13. Patiala,Patiala,Patiala Rural South,109,109. Nabha (SC),GEN,Khatri,6.78,12694,187190
13,13,13. Patiala,Patiala,Patiala Rural South,109,109. Nabha (SC),OBC,Ramgarhia,4.00,7487,187190
13,13,13. Patiala,Patiala,Patiala Rural South,109,109. Nabha (SC),OBC,Kamboj,2.91,5440,187190
13,13,13. Patiala,Patiala,Patiala Rural South,109,109. Nabha (SC),OBC,Sikh Rajput,0.0,-,187190
13,13,13. Patiala,Patiala,Patiala Rural South,109,109. Nabha (SC),OBC,Labana,0.0,-,187190
13,13,13. Patiala,Patiala,Patiala Rural South,109,109. Nabha (SC),OBC,Saini,0.0,-,187190
13,13,13. Patiala,Patiala,Patiala Rural South,109,109. Nabha (SC),SC,Ravidassia,24.22,45335,187190
13,13,13. Patiala,Patiala,Patiala Rural South,109,109. Nabha (SC),SC,Balmiki,15.00,28078,187190
13,13,13. Patiala,Patiala,Patiala Rural South,109,109. Nabha (SC),SC,Bhagat,0.0,-,187190
13,13,13. Patiala,Patiala,Patiala Rural South,109,109. Nabha (SC),SC,Mazhabi Sikh,0.0,-,187190
13,13,13. Patiala,Patiala,Patiala Rural South,109,109. Nabha (SC),SC,Bazigar,4.00,7488,187190
13,13,13. Patiala,Patiala,Patiala Rural South,109,109. Nabha (SC),MIN,Muslim,2.00,3744,187190
